재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2014(A),0.0,,0.0,0.0,-13.0,-152.17,1.05,,-322.57,-2.96,IFRS별도,208370,하나머스트2호스팩
2015(A),0.0,,0.0,2.0,31.0,64.71,1.03,1.61,-958.29,-2.39,IFRS별도,208370,하나머스트2호스팩
2016(E),,,,,,,,,,,IFRS별도,208370,하나머스트2호스팩
2017(E),,,,,,,,,,,IFRS별도,208370,하나머스트2호스팩
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),1012.0,14.29,97.0,77.0,559.0,4.54,0.84,20.36,4.99,43.89,IFRS연결,036690,코맥스
2014(A),1096.0,8.31,75.0,45.0,324.0,16.9,1.68,10.49,10.05,25.99,IFRS연결,036690,코맥스
2015(A),1143.0,4.25,73.0,58.0,421.0,15.55,1.81,12.42,10.35,13.99,IFRS연결,036690,코맥스
2016(E),,,,,,,,,,,IFRS연결,036690,코맥스
2017(E),,,,,,,,,,,IFRS연결,036690,코맥스
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),989.0,-17.53,94.0,92.0,584.0,16.64,0.59,3.55,10.5,-7.81,IFRS별도,036560,영풍정밀
2014(A),854.0,-13.62,100.0,100.0,635.0,15.13,0.53,3.69,9.5,-6.56,IFRS별도,036560,영풍정밀
2015(A),727.0,-14.81,65.0,91.0,578.0,14.9,0.46,3.13,8.31,-9.4,IFRS별도,036560,영풍정밀
2016(E),,,,,,,,,,,IFRS별도,036560,영풍정밀
2017(E),,,,,,,,,,,IFRS별도,036560,영풍정밀
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),8234.0,25.9,439.0,6.0,22.0,243.27,0.95,0.32,4.78,37.99,IFRS연결,102260,동성코퍼레이션
2014(A),9054.0,9.96,500.0,73.0,203.0,32.9,1.19,3.66,6.8,42.16,IFRS연결,102260,동성코퍼레이션
2015(A),8712.0,-3.78,667.0,203.0,496.0,12.87,1.04,8.65,5.48,44.68,IFRS연결,102260,동성코퍼레이션
2016(E),,,,,,,,,,,IFRS연결,102260,동성코퍼레이션
2017(E),,,,,,,,,,,IFRS연결,102260,동성코퍼레이션
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),766.0,-7.55,80.0,65.0,413.0,13.21,1.35,10.81,6.53,-16.64,IFRS연결,040420,정상제이엘에스
2014(A),782.0,2.14,72.0,55.0,350.0,17.36,1.5,9.13,7.49,-22.87,IFRS연결,040420,정상제이엘에스
2015(A),803.0,2.66,69.0,53.0,337.0,19.22,1.61,8.8,8.57,-20.42,IFRS연결,040420,정상제이엘에스
2016(E),,,,,,,,,,,IFRS연결,040420,정상제이엘에스
2017(E),,,,,,,,,,,IFRS연결,040420,정상제이엘에스
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),8480.0,-0.56,3.0,116.0,129.0,13.81,0.77,6.0,7.17,82.55,IFRS별도,104480,티케이케미칼
2014(A),7598.0,-10.4,159.0,111.0,124.0,14.99,0.74,5.42,5.55,98.14,IFRS별도,104480,티케이케미칼
2015(A),6590.0,-13.27,90.0,122.0,135.0,16.41,0.8,5.44,7.05,80.22,IFRS별도,104480,티케이케미칼
2016(E),,,,,,,,,,,IFRS별도,104480,티케이케미칼
2017(E),,,,,,,,,,,IFRS별도,104480,티케이케미칼
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),255.0,-31.13,-83.0,-104.0,-441.0,-3.39,2.04,-50.87,-6.03,14.15,IFRS연결,048410,현대아이비티
2014(A),289.0,13.21,6.0,-31.0,-105.0,-47.83,6.74,-14.04,6725.18,12.15,IFRS연결,048410,현대아이비티
2015(A),407.0,40.68,14.0,7.0,23.0,258.98,7.49,3.02,80.48,5.91,IFRS연결,048410,현대아이비티
2016(E),,,,,,,,,,,IFRS별도,048410,현대아이비티
2017(E),,,,,,,,,,,IFRS별도,048410,현대아이비티
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),23.0,-41.38,-26.0,-38.0,-1068.0,-2.98,1.97,-52.45,-9.97,100.71,IFRS별도,138610,나이벡
2014(A),48.0,110.66,-30.0,-36.0,-973.0,-7.06,5.9,-66.42,-17.61,115.28,IFRS별도,138610,나이벡
2015(A),42.0,-12.8,-16.0,-24.0,-510.0,-20.79,5.11,-30.52,-63.66,21.76,IFRS별도,138610,나이벡
2016(E),,,,,,,,,,,IFRS별도,138610,나이벡
2017(E),,,,,,,,,,,IFRS별도,138610,나이벡
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),333.0,10.73,24.0,23.0,208.0,44.37,2.75,6.45,19.08,31.69,IFRS별도,036670,KCI
2014(A),392.0,17.78,33.0,33.0,293.0,24.03,1.95,8.49,11.9,17.74,IFRS별도,036670,KCI
2015(A),387.0,-1.24,64.0,55.0,484.0,20.63,2.5,12.92,11.68,-0.88,IFRS별도,036670,KCI
2016(E),452.0,16.73,71.0,60.0,532.0,16.62,,,,,IFRS별도,036670,KCI
2017(E),,,,,,,,,,,IFRS별도,036670,KCI
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),9383,9.54,949,435,879,14.16,0.84,6.73,5.5,11.08,IFRS연결,005250,녹십자홀딩스
2014(A),10448,11.35,1152,568,1146,18.24,1.35,8.24,6.63,11.64,IFRS연결,005250,녹십자홀딩스
2015(A),11329,8.43,1076,654,1320,31.77,2.6,9.11,10.9,7.66,IFRS연결,005250,녹십자홀딩스
2016(E),523,-95.38,192,161,325,121.86,3.15,2.85,,,IFRS별도,005250,녹십자홀딩스
2017(E),571,9.08,211,170,344,114.92,3.18,3.01,,,IFRS별도,005250,녹십자홀딩스
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),58,,-71,-90,-721,-18.86,4.46,-21.39,-63.82,25.16,IFRS별도,095700,제넥신
2014(A),167,189.43,-52,-74,-505,-47.09,4.03,-10.65,-4285.69,-38.81,IFRS별도,095700,제넥신
2015(A),325,95.25,11,-14,-82,-575.41,6.75,-1.26,367.9,-13.98,IFRS별도,095700,제넥신
2016(E),180,-44.65,-130,-110,-604,-97.57,8.88,-8.91,-142.6,-12.71,IFRS별도,095700,제넥신
2017(E),200,11.11,-110,-110,-602,-97.83,9.73,-9.49,-194.34,-10.94,IFRS별도,095700,제넥신
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
데이터가 없습니다.,,,,,,,,,,,,003555,LG우
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),1433.0,21.44,58.0,68.0,503.0,7.65,0.83,11.89,3.54,-26.82,IFRS별도,045660,에이텍
2014(A),1495.0,4.3,38.0,70.0,512.0,10.15,1.03,11.09,8.1,-29.81,IFRS별도,045660,에이텍
2015(A),990.0,-33.79,44.0,84.0,754.0,5.1,0.65,15.02,2.55,-21.78,IFRS별도,045660,에이텍
2016(E),,,,,,,,,,,IFRS별도,045660,에이텍
2017(E),,,,,,,,,,,IFRS별도,045660,에이텍
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),438,-1.35,61,50,450,9.23,1.06,12.04,5.51,-16.36,IFRS연결,078140,대봉엘에스
2014(A),522,19.13,64,54,491,18.14,2.03,11.8,12.68,-4.06,IFRS연결,078140,대봉엘에스
2015(A),586,12.45,86,72,645,15.47,2.0,13.78,10.68,-7.23,IFRS연결,078140,대봉엘에스
2016(E),694,18.33,105,83,749,18.43,2.41,13.99,11.46,-30.66,IFRS연결,078140,대봉엘에스
2017(E),758,9.22,118,96,861,16.02,2.11,14.06,9.81,-35.56,IFRS연결,078140,대봉엘에스
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
데이터가 없습니다.,,,,,,,,,,,,014825,동원시스템즈우
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),1337,15.27,395,257,699,,0.0,12.21,,-9.93,IFRS별도,178920,SKC코오롱PI
2014(A),1371,2.52,374,216,660,11.61,1.16,10.66,5.6,-1.08,IFRS별도,178920,SKC코오롱PI
2015(A),1363,-0.55,289,170,578,17.98,1.45,8.4,9.44,2.42,IFRS별도,178920,SKC코오롱PI
2016(E),1532,12.41,343,258,878,11.16,1.24,11.67,6.25,2.92,IFRS별도,178920,SKC코오롱PI
2017(E),1768,15.38,433,338,1151,8.52,1.12,13.82,4.67,-6.41,IFRS별도,178920,SKC코오롱PI
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),5.0,,5.0,5.0,300.0,14.28,0.86,6.0,13.95,-2.06,IFRS별도,083390,동북아14호
2014(A),5.0,-0.39,5.0,5.0,300.0,15.17,0.91,6.0,14.84,-2.02,IFRS별도,083390,동북아14호
2015(A),5.0,-0.27,5.0,5.0,300.0,13.3,0.8,6.0,12.97,-2.02,IFRS별도,083390,동북아14호
2016(E),,,,,,,,,,,IFRS별도,083390,동북아14호
2017(E),,,,,,,,,,,IFRS별도,083390,동북아14호
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),1180.0,-13.26,22.0,-33.0,-124.0,-7.68,1.44,-17.89,-23.38,67.8,IFRS별도,045510,정원엔시스
2014(A),1285.0,8.9,44.0,27.0,103.0,6.79,0.91,15.07,8.13,74.94,IFRS별도,045510,정원엔시스
2015(A),1447.0,,41.0,33.0,119.0,17.84,2.34,,18.3,69.95,IFRS연결,045510,정원엔시스
2016(E),,,,,,,,,,,IFRS별도,045510,정원엔시스
2017(E),,,,,,,,,,,IFRS별도,045510,정원엔시스
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),26414,0.47,1240,568,1568,19.49,0.93,4.86,11.41,138.59,IFRS연결,011790,SKC
2014(A),28022,6.09,1524,695,1916,13.89,0.79,5.79,9.4,127.06,IFRS연결,011790,SKC
2015(A),25648,-8.47,2181,2722,7426,4.55,0.85,20.46,4.78,95.65,IFRS연결,011790,SKC
2016(E),23901,-6.81,1956,1237,3319,8.48,0.68,8.29,7.21,80.53,IFRS연결,011790,SKC
2017(E),24942,4.36,2181,1394,3715,7.58,0.64,8.75,6.45,68.88,IFRS연결,011790,SKC
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),2034,-8.65,-159,-297,-342,-9.5,2.35,-22.2,-40.05,86.85,IFRS연결,093370,후성
2014(A),1870,-8.06,-92,-682,-784,-3.98,5.47,-80.58,-12.19,200.39,IFRS연결,093370,후성
2015(A),2152,15.09,156,139,157,34.06,5.73,20.56,18.96,109.49,IFRS연결,093370,후성
2016(E),2580,19.87,407,381,412,14.72,,,10.73,63.56,IFRS연결,093370,후성
2017(E),3017,16.94,572,539,583,10.41,,,7.99,31.4,IFRS연결,093370,후성
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),215.0,,64.0,19.0,36.0,,,,,-86.72,IFRS연결,131370,알서포트
2014(A),207.0,-3.55,5.0,-5.0,-9.0,-393.14,3.41,-0.86,-375.66,-53.83,IFRS연결,131370,알서포트
2015(A),185.0,-10.69,-26.0,-23.0,-44.0,-52.72,2.39,-4.47,-48.58,-50.12,IFRS연결,131370,알서포트
2016(E),,,,,,,,,,,IFRS연결,131370,알서포트
2017(E),,,,,,,,,,,IFRS연결,131370,알서포트
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),98469,-3.96,397,-248,-643,-146.25,0.77,-0.52,41.51,4.82,IFRS연결,000210,대림산업
2014(A),92947,-5.61,-2702,-4540,-11762,-5.59,0.6,-10.15,-10.02,11.02,IFRS연결,000210,대림산업
2015(A),95137,2.36,2718,2068,5357,12.53,0.6,4.82,6.45,15.52,IFRS연결,000210,대림산업
2016(E),102964,8.23,4094,2951,7645,10.58,0.68,6.59,6.5,6.3,IFRS연결,000210,대림산업
2017(E),110524,7.34,4896,3867,10017,8.08,0.63,8.07,5.26,2.13,IFRS연결,000210,대림산업
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),567.0,18.1,60.0,-20.0,-141.0,-43.37,1.2,-2.8,18.91,59.56,IFRS별도,054670,대한뉴팜
2014(A),719.0,26.87,79.0,27.0,185.0,72.82,2.56,3.66,27.86,50.67,IFRS별도,054670,대한뉴팜
2015(A),902.0,25.42,100.0,41.0,289.0,53.47,2.81,5.49,21.93,44.2,IFRS별도,054670,대한뉴팜
2016(E),,,,,,,,,,,IFRS별도,054670,대한뉴팜
2017(E),,,,,,,,,,,IFRS별도,054670,대한뉴팜
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),7427,-60.06,324,91.0,209.0,54.99,0.63,1.22,13.34,134.06,IFRS연결,004150,한솔홀딩스
2014(A),7806,5.1,509,-381.0,-873.0,-12.42,1.2,-6.9,6.75,70.32,IFRS연결,004150,한솔홀딩스
2015(A),9206,17.94,595,-119.0,-360.0,-19.2,0.5,-2.82,7.61,72.26,IFRS연결,004150,한솔홀딩스
2016(E),12142,31.89,1039,,,,,,3.44,48.78,IFRS연결,004150,한솔홀딩스
2017(E),13545,11.55,1216,,,,,,2.89,37.72,IFRS연결,004150,한솔홀딩스
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),153.0,1.88,16.0,12.0,161.0,15.84,0.6,4.15,4.58,-34.08,IFRS별도,101670,코리아에스이
2014(A),101.0,-34.28,-3.0,5.0,62.0,33.65,0.49,1.58,7.17,-32.85,IFRS별도,101670,코리아에스이
2015(A),136.0,35.47,9.0,10.0,128.0,33.69,1.0,3.23,14.72,-25.04,IFRS별도,101670,코리아에스이
2016(E),,,,,,,,,,,IFRS별도,101670,코리아에스이
2017(E),,,,,,,,,,,IFRS별도,101670,코리아에스이
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),222.0,140.89,10.0,7.0,43.0,70.47,2.96,4.58,35.57,17.85,IFRS별도,020120,다우인큐브
2014(A),224.0,,20.0,35.0,219.0,14.11,2.25,,12.63,3.14,IFRS연결,020120,다우인큐브
2015(A),283.0,26.58,5.0,89.0,559.0,7.42,2.04,34.9,6.55,-4.11,IFRS연결,020120,다우인큐브
2016(E),,,,,,,,,,,IFRS연결,020120,다우인큐브
2017(E),,,,,,,,,,,IFRS연결,020120,다우인큐브
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),912,35.34,121,80,938,7.56,0.96,13.83,2.82,-39.59,IFRS연결,088130,동아엘텍
2014(A),1190,30.57,107,69,782,10.86,1.04,10.29,5.66,-15.89,IFRS연결,088130,동아엘텍
2015(A),1197,0.57,130,95,914,16.19,1.81,11.99,9.92,-30.2,IFRS연결,088130,동아엘텍
2016(E),1897,58.46,322,211,1892,9.51,1.8,21.4,4.66,-34.68,IFRS연결,088130,동아엘텍
2017(E),3741,97.21,667,432,3874,4.65,1.3,33.38,1.69,-48.14,IFRS연결,088130,동아엘텍
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),3500,-11.0,-148,-73,-187,-56.9,1.55,-2.72,16.33,38.2,IFRS연결,020150,일진머티리얼즈
2014(A),4148,18.53,-285,34,86,82.95,1.03,1.25,8.72,59.16,IFRS연결,020150,일진머티리얼즈
2015(A),4582,10.45,-308,-383,-978,-12.27,2.02,-15.2,-65.03,27.58,IFRS연결,020150,일진머티리얼즈
2016(E),4184,-8.69,279,364,929,19.92,2.71,14.53,13.86,-4.78,IFRS연결,020150,일진머티리얼즈
2017(E),4690,12.1,433,326,832,22.22,2.42,11.5,9.63,-18.51,IFRS연결,020150,일진머티리얼즈
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),1200.0,33.67,2.0,4.0,28.0,63.94,0.99,1.57,16.01,50.74,IFRS연결,083470,KJ프리텍
2014(A),1307.0,8.88,88.0,85.0,476.0,4.46,0.92,22.38,3.29,9.08,IFRS연결,083470,KJ프리텍
2015(A),1138.0,-12.93,49.0,47.0,245.0,10.53,1.07,10.4,6.01,33.55,IFRS연결,083470,KJ프리텍
2016(E),,,,,,,,,,,IFRS별도,083470,KJ프리텍
2017(E),,,,,,,,,,,IFRS별도,083470,KJ프리텍
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),980.0,-0.45,64.0,54.0,128.0,13.87,0.82,6.03,7.72,23.9,IFRS연결,047400,쌍용머티리얼
2014(A),1057.0,7.87,57.0,36.0,85.0,25.72,1.0,3.91,11.16,22.18,IFRS연결,047400,쌍용머티리얼
2015(A),1066.0,0.8,62.0,51.0,122.0,23.04,1.24,5.47,10.27,19.63,IFRS연결,047400,쌍용머티리얼
2016(E),,,,,,,,,,,IFRS별도,047400,쌍용머티리얼
2017(E),,,,,,,,,,,IFRS별도,047400,쌍용머티리얼
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),7522,-0.91,812,286,638,23.76,0.91,4.01,-6.23,-117.33,IFRS연결,023590,다우기술
2014(A),7830,4.09,1202,449,1000,11.95,0.68,6.06,-5.43,-107.34,IFRS연결,023590,다우기술
2015(A),10497,34.07,2605,1031,2297,9.49,1.11,12.8,-4.19,-160.6,IFRS연결,023590,다우기술
2016(E),11026,5.04,2624,1164,2594,9.02,1.05,12.85,-3.03,-122.83,IFRS연결,023590,다우기술
2017(E),11182,1.42,3004,1352,3014,7.76,0.93,13.2,-3.06,-114.01,IFRS연결,023590,다우기술
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),19660,-5.61,179,460,7071,12.33,0.69,6.04,7.71,28.2,IFRS연결,006650,대한유화
2014(A),20534,4.45,699,641,9864,7.19,0.52,7.92,6.46,36.99,IFRS연결,006650,대한유화
2015(A),17270,-15.9,2712,2005,30846,5.58,1.03,21.5,3.65,12.17,IFRS연결,006650,대한유화
2016(E),16578,-4.0,3136,2471,38021,6.55,1.23,21.64,4.23,1.1,IFRS연결,006650,대한유화
2017(E),18533,11.79,2990,2330,35848,6.95,1.05,17.09,4.17,-0.17,IFRS연결,006650,대한유화
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),10329.0,-6.98,288.0,155.0,334.0,32.61,1.57,4.95,10.81,78.29,IFRS연결,008000,도레이케미칼
2014(A),9538.0,-7.66,412.0,-236.0,-509.0,-24.85,1.93,-7.58,27.48,79.62,IFRS연결,008000,도레이케미칼
2015(A),2079.0,-78.2,-9.0,-43.0,-93.0,-210.03,3.04,-1.44,215.35,76.37,IFRS연결,008000,도레이케미칼
2016(E),,,,,,,,,,,IFRS연결,008000,도레이케미칼
2017(E),,,,,,,,,,,IFRS연결,008000,도레이케미칼
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),3736.0,1.88,116.0,-15.0,-22.0,-36.13,0.38,-1.03,8.91,59.46,IFRS연결,002900,동양물산
2014(A),3274.0,-12.37,13.0,-89.0,-136.0,-5.59,0.39,-6.61,11.62,78.83,IFRS연결,002900,동양물산
2015(A),3575.0,9.19,67.0,40.0,62.0,20.09,0.62,3.1,8.83,72.48,IFRS연결,002900,동양물산
2016(E),,,,,,,,,,,IFRS별도,002900,동양물산
2017(E),,,,,,,,,,,IFRS별도,002900,동양물산
재무년월,"매출액(억원, %)",YoY,"영업이익(억원, %)","당기순이익(억원, %)",EPS(원),PER(배),PBR(배),ROE(%),EV/EBITDA(배),순부채비율(%),주재무제표,code,name
2013(A),628.0,-54.57,-215.0,-280.0,-24756.0,-0.88,0.75,-47.02,-14.26,212.82,IFRS별도,089230,용현BM
2014(A),676.0,,-442.0,-609.0,-29360.0,-0.32,2.53,,-1.91,433.23,IFRS연결,089230,용현BM
2015(A),247.0,-63.39,-136.0,-247.0,-5530.0,-3.62,7.24,-74.22,-6.0,2.81,IFRS연결,089230,용현BM
2016(E),,,,,,,,,,,IFRS별도,089230,용현BM
